Neighborhood,Latitude,Longitude,VenueName,VenueLatitude,VenueLongitude,VenueCategory
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Saung bale,-6.956914681499464,107.57079602416792,Indonesian Restaurant
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Mie Baso Doraemon,-6.9651202109937245,107.56766481413638,Indonesian Restaurant
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Domino's Pizza,-6.917921,107.58115,Pizza Place
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Sambel Hejo,-6.952643921299381,107.59895579620562,Indonesian Restaurant
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Shihlin Taiwan Street Snacks,-6.929471874909317,107.58643190473742,Snack Place
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Thai Palace,-6.929602489413644,107.58718654681569,Thai Restaurant
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Singgasana Sports & Recreation Centre,-6.961423576426313,107.59679111791355,Athletics & Sports
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Pasar Cijerah,-6.926980674561444,107.56499290466309,Farmers Market
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Kambing Bakar Cairo,-6.969344296629767,107.57466643260203,BBQ Joint
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Chatime,-6.929327803346732,107.5868795723758,Bubble Tea Shop
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Mangkok Ayam,-6.929667747809338,107.58689186509568,Chinese Restaurant
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Hoka Hoka Bento,-6.960673759196827,107.58103089833479,Japanese Restaurant
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Bakso Boedjangan,-6.969336977834605,107.57487027810349,Indonesian Meatball Place
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Mujigae,-6.929659216662542,107.58700781629145,Korean Restaurant
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Pizza Hut,-6.966326593090797,107.57574967566703,Pizza Place
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Batagor isan,-6.952446906860609,107.59434664071247,Food Truck
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Mekar store,-6.952891921813605,107.60121860632628,Convenience Store
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Bangi Kopitiam,-6.930074241776742,107.58716308149671,Coffee Shop
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Gubug Makan Mang Engking,-6.965298462833554,107.57944138940437,Indonesian Restaurant
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Toserba GRIYA,-6.94078696325666,107.56798887020516,Market
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Batik Bidadari,-6.964083969586292,107.57172908386738,Clothing Store
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Vitasari Bakery,-6.944178888828069,107.60566060293985,Bakery
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Food Garden,-6.959852793620831,107.58110876074821,Food Court
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Indomart Plus,-6.952629745254643,107.59769922361396,Convenience Store
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Matahari,-6.929529638468756,107.5862573623587,Department Store
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,AA Bistik,-6.928763617195487,107.60051259573191,Chinese Restaurant
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Grand Kopo Hotel,-6.93687425249508,107.59558539259092,Hotel
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Domino's Pizza,-6.959872701107036,107.58056839222263,Pizza Place
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Griya Sumber Sari,-6.932581697935465,107.57609808686539,Supermarket
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Dunkin',-6.945152719122307,107.59547146500633,Donut Shop
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Kue Balok Pak Obos,-6.938016,107.594315,Snack Place
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Grand Pasundan Convention Hotel,-6.936772709510649,107.59361426189126,Hotel
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Baso Panghegar,-6.92704710045135,107.57391696035539,Indonesian Meatball Place
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Surya Sport Centre,-6.962688999198346,107.58438880188835,Pool
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,J.Co Donuts & Coffee,-6.9296042477373865,107.58701513348569,Donut Shop
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Bakmie nikmat,-6.962274617930968,107.55993511618188,Noodle House
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,RM Laksana,-6.947253370852644,107.60324150576217,Indonesian Restaurant
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Indomaret,-6.951982807670035,107.58592597556834,Convenience Store
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,The SugaRush,-6.929222276287337,107.58625429644725,Dessert Shop
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Unions Eatery,-6.953860425526977,107.59844436876278,Restaurant
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Kawasan Tekstil Cigondewah (KTC),-6.944244789415883,107.56583799871208,Market
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Warung Nasi AMPERA,-6.948308092575468,107.60540712441819,Indonesian Restaurant
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Warung Nasi Khas Sunda Asli Laksana,-6.9478639695781075,107.60504999065706,Indonesian Restaurant
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Borma,-6.963288221013956,107.59320408698086,Grocery Store
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,PHD (Pizza Hut Delivery),-6.9523727798982655,107.59648739247072,Pizza Place
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Pasar lilin tegalega,-6.930480009999014,107.5971928749325,Flea Market
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Morning Glory,-6.953179996986605,107.59778122825108,Coffee Shop
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Gill's Cafe - ギルのカフェ (Gill's Cafe),-6.952654820774842,107.59984395350037,Asian Restaurant
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Indomaret,-6.951969065163215,107.58577571213617,Convenience Store
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Pizza Hut,-6.9294163073857815,107.58612040997858,Pizza Place
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Game Master,-6.929493802204071,107.58618428576956,Arcade
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Pasundan Restaurant,-6.936736972141886,107.5937004161831,Indonesian Restaurant
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Bebek Goreng H. Slamet,-6.949731175421635,107.58658275985697,Indonesian Restaurant
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Dunkin',-6.963678319028147,107.57734953515909,Donut Shop
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Waroeng Steak & Shake,-6.951955153343579,107.58519975642719,Steakhouse
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Batagor H. Isan,-6.928809236367061,107.59932676237881,Asian Restaurant
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Borma,-6.96209101684361,107.55893084543365,Supermarket
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Chatime,-6.95993053316995,107.58063415248526,Bubble Tea Shop
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Warunk Upnormal,-6.964973519722564,107.57657653613049,Café
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Giggle Box Café & Resto,-6.959882056012023,107.58031086941041,Café
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Sukigao,-6.954000205208782,107.56224648348089,Japanese Restaurant
Kecamatan Babakan Ciparay,-6.943929999999966,107.57887000000005,Museum Sri Baduga,-6.937764661443968,107.60504881718336,Museum
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,"Jonas, Giggle Box &Tokyo Connection Buah Batu",-6.9521348648692385,107.63732173480481,Café
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,YOGYA Bojongsoang,-6.96822064680834,107.63709380879013,Supermarket
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Morning Glory,-6.954666656926858,107.63074287280453,Coffee Shop
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Sop kaki & sate kambing Pak Kumis 99,-6.946938130187211,107.6364873478927,BBQ Joint
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,RM Padang Sederhana,-6.955905088568529,107.64116765116127,Padangnese Restaurant
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Transmart Carrefour,-6.9667946886667655,107.6384893080647,Shopping Mall
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Transmart Buahbatu Square XXI,-6.966923275731059,107.63864225831611,Movie Theater
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Alfamart,-6.965148774879415,107.63791991247001,Convenience Store
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,The Harvest Patissier & Chocolatier,-6.944707534746373,107.6300601359177,Dessert Shop
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Bubur Ayam Yuyu,-6.957097,107.626642,Breakfast Spot
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Martabak Special Jayaraga,-6.9550198172579405,107.6468222316871,Dessert Shop
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Starbucks,-6.938864265708973,107.6249882363113,Coffee Shop
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Kartika Sari,-6.939799855654148,107.62559055201909,Bakery
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Farel Patisserie Cafe,-6.96204620772448,107.63874347615528,Café
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Royal Ice Cream,-6.957069039249367,107.62401426643642,Ice Cream Shop
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Prima Rasa,-6.940399342286921,107.62608564275236,Bakery
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Alisha Scraves & Pashminas,-6.937037764867955,107.63420353494406,Boutique
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Mutiara Super Kitchen,-6.949164848915161,107.62734929036002,Furniture / Home Store
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,CGV Cinemas,-6.943065141883302,107.65869108831419,Multiplex
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Mie Lampung,-6.956637299898446,107.62394722969525,Noodle House
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,GRIYA Batununggal,-6.953149671170556,107.62790919061445,Supermarket
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Juaro Petshop,-6.942876311490828,107.66197085380554,Pet Store
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,bakmie karet batununggal,-6.954533111971541,107.63005501577477,Chinese Restaurant
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,SMA St. Aloysius Batununggal,-6.9558214067172734,107.62382984161377,High School
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Hoka Hoka Bento,-6.943683030365429,107.6291202596707,Japanese Restaurant
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Burger King,-6.9391008134778165,107.624771296978,Fast Food Restaurant
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Poetré Wax & Spa,-6.937049679779705,107.63291885025512,Spa
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,DHD photography,-6.934814068873351,107.62890994548798,Photography Studio
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Shelter Cafe & Bar,-6.96643410480128,107.63306657070821,Nightclub
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Kopi duatellue,-6.945631884723512,107.63128044294996,Coffee Shop
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Batununggal Swimming Pool,-6.9629805653388415,107.62620448094796,Pool
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Food Court IT Telkom,-6.977576513860695,107.63067086223968,Indonesian Restaurant
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Grand Asrilia Hotel,-6.93631,107.62437,Hotel
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,RM. Padang Selamat,-6.960030716852329,107.66229366863027,Asian Restaurant
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Justus Steak House,-6.942654905829593,107.65871799942033,Steakhouse
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Pizza Hut,-6.946230429955974,107.64141282510535,Pizza Place
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Borma Toserba,-6.955711141629895,107.65181898849931,Grocery Store
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Ace Hardware,-6.943270367365647,107.65833914279938,Hardware Store
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Warung SOEJO,-6.970676635431842,107.63360827428508,Indonesian Restaurant
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Lapangan Batununggal,-6.956376204242855,107.62715909888642,Field
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,PHD (Pizza Hut Delivery),-6.938837493680609,107.62910193413352,Pizza Place
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Indomaret Margacinta,-6.954522120785844,107.64346361160278,Convenience Store
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,"Kupat Tahu Petis ""Uka-Uka"" | Batununggal",-6.934158474155237,107.6290665855984,Food Truck
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,The Eight Hotel,-6.936274225802023,107.63253477740395,Hotel
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Panghegar Water Boom,-6.961537432397451,107.62239894068117,Pool
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Cie Rasa Loom 2,-6.955907390685501,107.64118632005079,Asian Restaurant
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,IFI Futsal Center,-6.978356577323451,107.62982140068726,Soccer Field
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Learning Center (LC),-6.974008142033872,107.63041157280664,College Library
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,HokBen,-6.943569008112205,107.62912551382071,Japanese Restaurant
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,DING DONG Games,-6.934922395447433,107.62885532041838,Arcade
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,McDonald's,-6.939001969178388,107.62507098455899,Fast Food Restaurant
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Martabak jayaraga,-6.96773498644326,107.63748481785807,Snack Place
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Sushi Teio,-6.942413170750079,107.62806890516111,Japanese Restaurant
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Domino's Pizza,-6.939317055589548,107.62515354502378,Pizza Place
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Telkom Convention Center,-6.971731616011751,107.63121794316025,Concert Hall
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Waroeng Mirah,-6.934944773093589,107.62872719945344,Indonesian Restaurant
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Helios Fitness,-6.942145880481639,107.65861698759124,Gym
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Pizza Hut,-6.937007941919227,107.62303675739182,Pizza Place
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Kliningan Food Street,-6.941749078202133,107.62833367030234,Snack Place
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Chingu Korean Fan Café,-6.9413183,107.6268226,Korean Restaurant
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,White Rösti Pop Art Café,-6.934099613941326,107.63008391729576,Steakhouse
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Nasi Goreng Podomoro - Bandung,-6.934746850756722,107.62653483340424,Diner
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Warunk Upnormal,-6.942306527412564,107.62782633304596,Café
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Five To Twelve,-6.934172307969311,107.63134402658552,Café
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Sekolah Tinggi Farmasi Indonesia,-6.949529416696497,107.62970241747028,Arcade
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Arin Kebab,-6.955309292996369,107.62707870098257,Asian Restaurant
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,MOR Store,-6.941282230450231,107.6268375350777,Convenience Store
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Darena Shop,-6.9704242057737416,107.63672608402639,Luggage Store
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,"RM. Rawon ""Bik Ati 5""",-6.955545834787949,107.63508392645645,Javanese Restaurant
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,CFC Borma Marga Cinta,-6.9556504307220015,107.65187460645875,Fried Chicken Joint
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Rumah Makan Padang Bu Mus,-6.939167503932946,107.62485035054391,Indonesian Restaurant
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Sub7ero Frozen,-6.951706589265501,107.66536398610576,Ice Cream Shop
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Chatime,-6.943211791513246,107.65835523605345,Bubble Tea Shop
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Circle K,-6.961310954157258,107.63096830531731,Convenience Store
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Ciganitri,-6.9715437443414014,107.64662764929642,Playground
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Bebek Ireng Suroboyo  Cak Baz,-6.942762085219782,107.6593963909087,Indonesian Restaurant
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Pecel Lele Lumintu,-6.972661029785408,107.63490079875363,Restaurant
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,YOMART Margacinta 2,-6.954854756538172,107.64461020846532,Department Store
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Tobiko Japanesse Cuisine,-6.942320134970174,107.65920808592293,Asian Restaurant
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,hypermart,-6.942726337834453,107.65850562337275,Supermarket
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Gado Gado Batununggal,-6.9570728079698565,107.6269740259638,Indonesian Restaurant
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,DOUBLE DIPPS Resto & Cafe,-6.942597103929097,107.65909811422425,Café
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Daya Motor,-6.9498758913845355,107.62235383291863,Motorcycle Shop
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Baso Jabrik,-6.9742532807153506,107.63319373882563,Indonesian Restaurant
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Library Telkom Economy & Business School,-6.972054402345766,107.63273643681661,College Library
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Indomaret,-6.959439726178488,107.6610218551665,Convenience Store
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Ventura Startup Cafe @vntra,-6.9731803736465165,107.63528823852539,Café
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Angkringan Sukabirus,-6.976828316455801,107.63279061182318,Javanese Restaurant
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,"Warung Sate Solo ""Colomben Pak Komar""",-6.973823987072525,107.63588079847209,Soup Place
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Smartfren Gallery,-6.943419632359242,107.64933344228663,Tech Startup
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Batagor Isan,-6.95984658352395,107.66148808974648,Indonesian Restaurant
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Soto Betawi Pak Odang,-6.975327669288654,107.63268823215982,Asian Restaurant
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Bubur Ayam Pak Toto,-6.959367343685528,107.63931351938474,Soup Place
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,SD Ar-Rafi',-6.942231597710201,107.64595327903854,Arcade
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Kampung modern priangan,-6.942787015295574,107.65894071854035,Café
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Pasar Kaget IT TELKOM,-6.9745982424773505,107.63260166440287,Farmers Market
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Coffee Toffee,-6.9437641828897005,107.6581834199527,Coffee Shop
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Pasar Modern Batununggal,-6.9614030176399995,107.62471406724228,Farmers Market
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Rumah Makan Laksana,-6.942235770575658,107.65176269680931,Arcade
Kecamatan Bandung Kidul,-6.957529999999963,107.63945000000007,Mutiara Pet Shop,-6.9406952779410185,107.65942173911917,Pet Store
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Yogya Sumbersari Junction (Suju),-6.931714491115331,107.57569284182937,Department Store
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Dapoer Pandan Wangi,-6.928557027565244,107.58191597818086,Sundanese Restaurant
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Bakso Enggal Malang 3,-6.927078100409793,107.57513713521104,Indonesian Meatball Place
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Noah's Barn Coffeenery,-6.91482098607417,107.5774830062808,Coffee Shop
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,pupink cafe,-6.933261967509695,107.55753923384364,Café
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,d`Groove Sport & Wellness Center,-6.920882588775425,107.57466916456112,Gym / Fitness Center
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Pasar Cijerah,-6.926980674561444,107.56499290466309,Farmers Market
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Bakmie Royal,-6.920585620682807,107.57946900447156,Noodle House
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Citylink XXI,-6.929535663300908,107.5858989497734,Multiplex
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Warung Sate Mekar Wangi,-6.941520605290414,107.56666832311701,BBQ Joint
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Mie Kocok Subur 69,-6.92049024541225,107.58015370868713,Noodle House
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Nasi Kuning & Kupat Tahu Mang Entis,-6.922153258548512,107.58785172751607,Indonesian Restaurant
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Domino's Pizza,-6.917921,107.58115,Pizza Place
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Festival Citylink,-6.9294932844363055,107.58651547137909,Shopping Mall
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Martabak Nikmat Andir,-6.9191905507036635,107.59032699741933,Snack Place
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Starbucks,-6.929841,107.58739,Coffee Shop
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,West Point Hotel,-6.912569179669317,107.57794691046728,Hotel
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Martabak New Capitol,-6.919169441600928,107.59068676895092,Snack Place
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Starbucks,-6.903985636231553,107.57947146892546,Coffee Shop
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,HARRIS Hotel & Conventions,-6.930003616068379,107.58692923228452,Hotel
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Imah Djoglo,-6.9392705,107.57696,Café
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Celengan,-6.920900165773104,107.59452370946191,BBQ Joint
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Bakmie Karet Cibadak,-6.920277176744704,107.59287864040101,Asian Restaurant
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Nasi Campur Bintang,-6.917676710387059,107.59323657936382,Chinese Restaurant
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Baso Panghegar,-6.92704710045135,107.57391696035539,Indonesian Meatball Place
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Martabak Boston,-6.9166209177526605,107.5708877664319,Chinese Restaurant
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Alfamart,-6.902722915473879,107.5645352779342,Convenience Store
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,NASI UDUK 88 BREBES BERHIAS,-6.907591926518632,107.58383913595057,Indonesian Restaurant
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Mie Lezat,-6.9194546,107.59088,Noodle House
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Ambokueh kelenteng,-6.9180626788757005,107.59319073428853,Food Truck
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Starbucks,-6.904274570036781,107.58009075770205,Coffee Shop
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Kue Balok Kang Didin,-6.907631332544412,107.58248739925611,Snack Place
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Richeese Factory,-6.944902,107.58683,Fast Food Restaurant
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Shihlin Taiwan Street Snacks,-6.929471874909317,107.58643190473742,Snack Place
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,SMA Negeri 18 Bandung,-6.938254117946817,107.58504509925842,High School
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Eat Boss,-6.935117603625825,107.57947146892546,Café
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Thai Palace,-6.929602489413644,107.58718654681569,Thai Restaurant
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Chatime,-6.929327803346732,107.5868795723758,Bubble Tea Shop
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Mangkok Ayam,-6.929667747809338,107.58689186509568,Chinese Restaurant
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Sate DJ,-6.9194326,107.594,Satay Restaurant
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Upnormal Coffee Roasters,-6.904330266929769,107.58001098559362,Coffee Shop
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Mujigae,-6.929659216662542,107.58700781629145,Korean Restaurant
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Griya Sumber Sari,-6.932581697935465,107.57609808686539,Supermarket
Kecamatan Bandung Kulon,-6.927809999999965,107.56857000000008,Mangkok Ramen,-6.91953212464386,107.56675072668651,Japanese Restaurant
